Section	Item Type	Date	Title	Author	Link	Tags	Teaser
Quotes	Quotation	2016-11-12 13:22:46	These principles have no objective validity	Yuval Noah Harari	quotes/these-principles-have-no-objective-validity.html	cultural evolution	The two texts present us with an obvious dilemma. Both the Code of Hammurabi and the American Declaration of Independence claim to outline universal and eternal principles of justice, but according to the Americans all people are equal, whereas according to the Babylonians people are decidedly unequal. The Americans would, of course, say that they are right, and that Hammurabi is wrong. Hammurabi, naturally, would retort that he is right, and that the Americans are wrong. In fact, they are both Wrong. Hammurabi and the American Founding Fathers alike imagined a reality governed by universal and immutable principles of justice, such as equality or hierarchy. Yet the only place where such universal principles exist is in the fertile imagination of Sapiens, and in the myths they invent and tell one another. These principles have no objective validity.
Quotes	Quotation	2015-12-01 05:36:20	Ignorant and Free	Thomas Jefferson	quotes/ignorant-and-free.html	education, governance, liberty, written word	If a nation expects to be ignorant and free, in a state of civilization, it expects what never was and never will be. The functionaries of every government have propensities to command at will the liberty and property of their constituents. There is no safe deposit for these but with the people themselves; nor can they be safe with them without information. Where the press is free, and every man able to read, all is safe.
Quotes	Quotation	2017-02-21 11:18:01	Accidents of birth	Anu Partanen	quotes/accidents-of-birth.html	equality	Today Americans still feel that by and large, every individual is responsible for constructing his or her own fate -- the classic pursuit of happiness -- and there is still much debate in the United States about the extent to which, if at all, an individual's success or failure is also shaped by accidents of birth. Nordic people have long ago moved beyond this debate. To most Nordics it's completely obvious that an accident of birth, like being born into poverty or a neighborhood without a good school, can severely disadvantage an individual and destroy any chances of success, no matter what he or she does. 
Quotes	Quotation	2011-09-18 20:53:57	Fuzzy Concept	Ansel Adams	quotes/fuzzy-concept.html	critical thinking	There is nothing worse than a brilliant image of a fuzzy concept.
Quotes	Quotation	2006-12-19 16:27:23	Cockpits with Instruments Controlled by Gremlins	Robert D. Austin	quotes/cockpits-with-instruments-controlled-by-gremlins.html	humanism, liberty, stories	One frequent analogy casts the manager in the role of an airplane pilot guided by organizational measures that are like cockpit instruments. Mechanistic and organic analogies are flawed because they are too simplistic. Kaplan and Norton's cockpit analogy would be more accurate if it included a multitude of tiny gremlins controlling wing flaps, fuel flow, and so on of a plane being buffeted by winds and generally struggling against nature, but with the gremlins always controlling information flow back to the cockpit instruments, for fear that the pilot might find gremlin replacements. It would not be surprising if airplanes guided this way occasionally flew into mountainsides when they seemed to be progressing smoothly toward their destinations.
Quotes	Quotation	2013-03-01 04:39:35	More Popular than Jesus	John Lennon	quotes/more-popular-than-jesus.html	stories	Christianity will go. It will vanish and shrink. I needn't argue about that; I'm right and I'll be proved right. We're more popular than Jesus now; I don't know which will go first—rock 'n' roll or Christianity. Jesus was all right but his disciples were thick and ordinary. It's them twisting it that ruins it for me.
Quotes	Quotation	2006-11-30 14:29:31	Conventional Views	John Kenneth Galbraith	quotes/conventional-views.html	critical thinking	The conventional view serves to protect us from the painful job of thinking.
Quotes	Quotation	2018-12-04 12:15:43	It's the rich class that's winning	Warren Buffett	quotes/its-the-rich-class-thats-winning.html	society, value creation	There's class warfare, all right, but it's my class, the rich class, that's making war, and we're winning. 
Quotes	Quotation	2014-01-08 17:42:02	Prime training for permanent underclasses	John Taylor Gatto	quotes/prime-training-for-permanent-underclasses.html	education	Look again at [what I consider to be] the seven lessons of school teaching: confusion, class position, indifference, emotional and intellectual dependency, conditional self-esteem, and surveillance. All of these lessons are prime training for permanent underclasses, people deprived forever of finding the center of their own special genius. 
Quotes	Quotation	2007-09-08 10:13:31	Evolutionary Drive Towards Complexity	Richard Dawkins	quotes/evolutionary-drive-towards-complexity.html	evolution	The evolutionary drive towards complexity comes, in those lineages where it comes at all, not from any inherent propensity for increased complexity, and not from biased mutation. It comes from natural selection: the process which, as far as we know, is the only process ultimately capable of generating complexity out of simplicity.
Quotes	Quotation	2008-11-02 08:45:15	Counter-Culture's own values and aesthetics decayed	Joe Boyd	quotes/counter-cultures-own-values-and-aesthetics-decayed.html	cultural evolution	Beneath the surface, the progressive sixties hid all manner of unpleasantness: sexism, reaction, racism and factionalism. It wasn't surprising, really. The idea that drugs, sex and music could transform the world was always a pretty naïve dream. As the counter-culture's effect on the mainstream grew, its own values and aesthetics decayed. The political setbacks of the coming years grabbed the headlines while the dilution of ideals happened more quietly, but nonetheless vividly for those who noticed.
